donor,path,depth,direct_file_count,direct_child_dir_count,recursive_file_count,recursive_bytes,languages,classifications,children,reviewed_surface_count,reviewed_modules,fourth_order_record_ids,current_resolution,review_rationale,review_status
ZedPass,test,1,1,0,1,1058,dart,test-or-fixture,,1,zedpass-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,web,1,3,1,7,43175,html;json;unknown,media;ui-or-product,icons,7,zedpass-web,n/a,fully-accounted-fourth-order,Directory recursively resolves to 7 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,web/icons,2,4,0,4,40136,unknown,media,,4,zedpass-web,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,windows,1,2,2,18,67854,c;cpp;unknown,implementation;media,flutter;runner,18,zedpass-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 18 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,windows/flutter,2,4,0,4,4951,c;cpp;unknown,implementation,,4,zedpass-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,windows/runner,2,11,1,12,58462,c;cpp;unknown,implementation;media,resources,12,zedpass-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 12 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
ZedPass,windows/runner/resources,3,1,0,1,33772,unknown,media,,1,zedpass-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,.,0,10,12,315,4957405,c;cpp;dart;html;json;kotlin;markdown;properties;shell;swift;unknown;xml;yaml,configuration;documentation;generated;governance;implementation;media;repository-administration;script;test-or-fixture;ui-or-product,.github;.vscode;android;assets;ios;lib;linux;macos;scripts;test;web;windows,315,defyx-android;defyx-app;defyx-assets;defyx-core;defyx-ios;defyx-linux;defyx-macos;defyx-main;defyx-root;defyx-settings;defyx-shared;defyx-splash;defyx-web;defyx-windows,FO-009,fully-accounted-fourth-order,Directory recursively resolves to 315 exact hashed surfaces across 14 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,.github,1,4,2,12,287429,markdown;unknown;yaml,media;repository-administration,ISSUE_TEMPLATE;images,12,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 12 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,.github/ISSUE_TEMPLATE,2,3,0,3,2130,yaml,repository-administration,,3,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,.github/images,2,1,1,5,283385,unknown,media,download,5,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,.github/images/download,3,4,0,4,13687,unknown,media,,4,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,.vscode,1,1,0,1,69,json,configuration,,1,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android,1,4,2,34,316858,kotlin;properties;unknown;xml,configuration;implementation;media;ui-or-product,app;gradle,34,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 34 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app,2,1,2,29,314919,kotlin;unknown;xml,media;ui-or-product,libs;src,29,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 29 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/libs,3,1,0,1,0,unknown,ui-or-product,,1,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src,3,0,3,27,312182,kotlin;unknown;xml,media;ui-or-product,debug;main;profile,27,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 27 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/debug,4,1,0,1,378,xml,ui-or-product,,1,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main,4,1,2,25,311426,kotlin;unknown;xml,media;ui-or-product,kotlin;res,25,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 25 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/kotlin,5,0,1,2,24694,kotlin,ui-or-product,com,2,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/kotlin/com,6,0,1,2,24694,kotlin,ui-or-product,defyx,2,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/kotlin/com/defyx,7,0,1,2,24694,kotlin,ui-or-product,defyx,2,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/kotlin/com/defyx/defyx,8,2,0,2,24694,kotlin,ui-or-product,,2,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res,5,0,7,22,283214,unknown;xml,media;ui-or-product,mipmap-anydpi-v26;mipmap-hdpi;mipmap-mdpi;mipmap-xhdpi;mipmap-xxhdpi;mipmap-xxxhdpi;values,22,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 22 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res/mipmap-anydpi-v26,6,1,0,1,328,xml,ui-or-product,,1,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res/mipmap-hdpi,6,4,0,4,24961,unknown,media,,4,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res/mipmap-mdpi,6,4,0,4,13480,unknown,media,,4,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res/mipmap-xhdpi,6,4,0,4,35776,unknown,media,,4,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res/mipmap-xxhdpi,6,4,0,4,82683,unknown,media,,4,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res/mipmap-xxxhdpi,6,4,0,4,124992,unknown,media,,4,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/main/res/values,6,1,0,1,994,xml,ui-or-product,,1,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/app/src/profile,4,1,0,1,378,xml,ui-or-product,,1,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/gradle,2,0,1,1,203,properties,configuration,wrapper,1,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,android/gradle/wrapper,3,1,0,1,203,properties,configuration,,1,defyx-android,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,assets,1,0,6,63,2842156,json;unknown,configuration;media,flags;fonts;icons;images;lottie;settings,63,defyx-assets,n/a,fully-accounted-fourth-order,Directory recursively resolves to 63 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,assets/flags,2,33,0,33,371050,unknown,media,,33,defyx-assets,n/a,fully-accounted-fourth-order,Directory recursively resolves to 33 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,assets/fonts,2,5,0,5,365168,unknown,media,,5,defyx-assets,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,assets/icons,2,21,0,21,2026482,unknown,media,,21,defyx-assets,n/a,fully-accounted-fourth-order,Directory recursively resolves to 21 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,assets/images,2,2,0,2,38420,unknown,media,,2,defyx-assets,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,assets/lottie,2,1,0,1,38189,json,configuration,,1,defyx-assets,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,assets/settings,2,1,0,1,2847,json,configuration,,1,defyx-assets,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios,1,3,7,75,832210,c;json;markdown;swift;unknown,configuration;documentation;generated;implementation;media,Flutter;PacketTunnel;Runner;Runner.xcodeproj;Runner.xcworkspace;RunnerTests;build,75,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 75 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Flutter,2,3,0,3,990,unknown,implementation,,3,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/PacketTunnel,2,3,0,3,12873,swift;unknown,implementation,,3,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner,2,6,2,50,753660,c;json;markdown;swift;unknown,configuration;documentation;implementation;media,Assets.xcassets;Base.lproj,50,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 50 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcodeproj,2,1,2,6,56085,unknown,implementation,project.xcworkspace;xcshareddata,6,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcodeproj/project.xcworkspace,3,1,1,4,998,unknown,implementation,xcshareddata,4,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcodeproj/project.xcworkspace/xcshareddata,4,2,1,3,863,unknown,implementation,swiftpm,3,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/swiftpm,5,1,0,1,399,unknown,implementation,,1,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcodeproj/xcshareddata,3,0,1,1,3833,unknown,implementation,xcschemes,1,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcodeproj/xcshareddata/xcschemes,4,1,0,1,3833,unknown,implementation,,1,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcworkspace,2,1,1,4,1087,unknown,implementation,xcshareddata,4,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcworkspace/xcshareddata,3,2,1,3,863,unknown,implementation,swiftpm,3,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner.xcworkspace/xcshareddata/swiftpm,4,1,0,1,399,unknown,implementation,,1,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner/Assets.xcassets,3,0,2,42,726747,json;markdown;unknown,configuration;documentation;media,AppIcon.appiconset;LaunchImage.imageset,42,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 42 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner/Assets.xcassets/AppIcon.appiconset,4,37,0,37,725816,json;unknown,configuration;media,,37,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 37 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner/Assets.xcassets/LaunchImage.imageset,4,5,0,5,931,json;markdown;unknown,configuration;documentation;media,,5,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/Runner/Base.lproj,3,2,0,2,3982,unknown,implementation,,2,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/RunnerTests,2,1,0,1,285,swift,implementation,,1,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/build,2,0,1,5,1317,json;unknown,generated,XCBuildData,5,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/build/XCBuildData,3,0,1,5,1317,json;unknown,generated,b422a1299732bb95a65b8b1eac6e7e86.xcbuilddata,5,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,ios/build/XCBuildData/b422a1299732bb95a65b8b1eac6e7e86.xcbuilddata,4,5,0,5,1317,json;unknown,generated,,5,defyx-ios,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib,1,1,5,53,253361,dart,ui-or-product,app;common;core;modules;shared,53,defyx-app;defyx-core;defyx-main;defyx-root;defyx-settings;defyx-shared;defyx-splash,FO-009,fully-accounted-fourth-order,Directory recursively resolves to 53 exact hashed surfaces across 7 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/app,2,2,1,3,9401,dart,ui-or-product,router,3,defyx-app,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/app/router,3,1,0,1,3638,dart,ui-or-product,,1,defyx-app,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/common,2,0,1,3,46061,dart,ui-or-product,dtos,3,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/common/dtos,3,3,0,3,46061,dart,ui-or-product,,3,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/core,2,0,2,8,10009,dart,ui-or-product,data;theme,8,defyx-core,n/a,fully-accounted-fourth-order,Directory recursively resolves to 8 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/core/data,3,0,1,6,4952,dart,ui-or-product,local,6,defyx-core,n/a,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/core/data/local,4,0,2,6,4952,dart,ui-or-product,remote;secure_storage,6,defyx-core,n/a,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/core/data/local/remote,5,0,1,2,2146,dart,ui-or-product,api,2,defyx-core,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/core/data/local/remote/api,6,2,0,2,2146,dart,ui-or-product,,2,defyx-core,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/core/data/local/secure_storage,5,4,0,4,2806,dart,ui-or-product,,4,defyx-core,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/core/theme,3,2,0,2,5057,dart,ui-or-product,,2,defyx-core,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules,2,0,4,32,177715,dart,ui-or-product,core;main;settings;splash,32,defyx-main;defyx-root;defyx-settings;defyx-splash,FO-009,fully-accounted-fourth-order,Directory recursively resolves to 32 exact hashed surfaces across 4 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/core,3,4,0,4,11879,dart,ui-or-product,,4,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/main,3,0,2,21,136779,dart,ui-or-product,application;presentation,21,defyx-main,FO-009,fully-accounted-fourth-order,Directory recursively resolves to 21 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/main/application,4,2,0,2,3586,dart,ui-or-product,,2,defyx-main,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/main/presentation,4,0,2,19,133193,dart,ui-or-product,screens;widgets,19,defyx-main,FO-009,fully-accounted-fourth-order,Directory recursively resolves to 19 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/main/presentation/screens,5,1,0,1,10353,dart,ui-or-product,,1,defyx-main,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/main/presentation/widgets,5,18,0,18,122840,dart,ui-or-product,,18,defyx-main,FO-009,fully-accounted-fourth-order,Directory recursively resolves to 18 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/settings,3,0,3,6,26006,dart,ui-or-product,models;presentation;providers,6,defyx-settings,n/a,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/settings/models,4,2,0,2,2458,dart,ui-or-product,,2,defyx-settings,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/settings/presentation,4,0,2,3,16024,dart,ui-or-product,screens;widgets,3,defyx-settings,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/settings/presentation/screens,5,1,0,1,3646,dart,ui-or-product,,1,defyx-settings,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/settings/presentation/widgets,5,2,0,2,12378,dart,ui-or-product,,2,defyx-settings,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/settings/providers,4,1,0,1,7524,dart,ui-or-product,,1,defyx-settings,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/splash,3,0,1,1,3051,dart,ui-or-product,presentation,1,defyx-splash,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/modules/splash/presentation,4,1,0,1,3051,dart,ui-or-product,,1,defyx-splash,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/shared,2,1,2,6,9760,dart,ui-or-product,providers;widgets,6,defyx-shared,n/a,fully-accounted-fourth-order,Directory recursively resolves to 6 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/shared/providers,3,4,0,4,8508,dart,ui-or-product,,4,defyx-shared,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,lib/shared/widgets,3,1,0,1,852,dart,ui-or-product,,1,defyx-shared,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,linux,1,2,2,10,16059,c;cpp;unknown,implementation,flutter;runner,10,defyx-linux,n/a,fully-accounted-fourth-order,Directory recursively resolves to 10 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,linux/flutter,2,4,0,4,4990,c;cpp;unknown,implementation,,4,defyx-linux,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,linux/runner,2,4,0,4,6294,c;cpp;unknown,implementation,,4,defyx-linux,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos,1,3,5,30,234827,json;swift;unknown,configuration;implementation;media,Flutter;Runner;Runner.xcodeproj;Runner.xcworkspace;RunnerTests,30,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 30 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Flutter,2,3,0,3,1408,swift;unknown,implementation,,3,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner,2,5,3,18,191737,json;swift;unknown,configuration;implementation;media,Assets.xcassets;Base.lproj;Configs,18,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 18 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner.xcodeproj,2,1,2,3,36827,unknown,implementation,project.xcworkspace;xcshareddata,3,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner.xcodeproj/project.xcworkspace,3,0,1,1,238,unknown,implementation,xcshareddata,1,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner.xcodeproj/project.xcworkspace/xcshareddata,4,1,0,1,238,unknown,implementation,,1,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner.xcodeproj/xcshareddata,3,0,1,1,3695,unknown,implementation,xcschemes,1,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner.xcodeproj/xcshareddata/xcschemes,4,1,0,1,3695,unknown,implementation,,1,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner.xcworkspace,2,1,1,2,462,unknown,implementation,xcshareddata,2,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner.xcworkspace/xcshareddata,3,1,0,1,238,unknown,implementation,,1,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner/Assets.xcassets,3,0,1,8,164317,json;unknown,configuration;media,AppIcon.appiconset,8,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 8 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
