donor,path,symbol,line,snippet,sha256,semantic_record_ids
aether,aether/src/ffi.rs,session,542,let session = session_of(session)?;,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,code,557,let code = unsafe { read_str(code) }?;,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,session,558,let session = session_of(session)?;,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,guard,561,let guard = session.lock().await;,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,token,562,"let token = api::team_email_code_submit(&guard, &code)",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,token,584,let token = unsafe { read_str(token) }?;,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,runtime,585,"let runtime = runtime().ok_or_else(|| ""could not start the async runtime"".to_string())?;",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,runtime,596,"let runtime = runtime().ok_or_else(|| ""could not start the async runtime"".to_string())?;",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,take,606,fn take(raw: *mut c_char) -> Value {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,text,608,let text = unsafe { CStr::from_ptr(raw) },197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,text_of,616,fn text_of(value: &str) -> CString {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,the_version_comes_back_as_json,621,fn the_version_comes_back_as_json() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,622,let reply = take(aether_version());,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,freeing_a_null_string_is_harmless,628,fn freeing_a_null_string_is_harmless() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,a_null_payload_is_reported_instead_of_crashing,633,fn a_null_payload_is_reported_instead_of_crashing() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,634,let reply = take(aether_identity_open(std::ptr::null()));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,a_payload_that_is_not_json_is_reported,640,fn a_payload_that_is_not_json_is_reported() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,payload,641,"let payload = text_of(""not json at all"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,642,let reply = take(aether_identity_open(payload.as_ptr()));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,an_unknown_identity_is_reported,648,fn an_unknown_identity_is_reported() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,649,let reply = take(aether_identity_summary(999_999));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,an_unknown_job_is_reported,658,fn an_unknown_job_is_reported() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,659,let reply = take(aether_job_poll(999_999));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,freeing_a_job_that_was_never_there_is_not_an_error,665,fn freeing_a_job_that_was_never_there_is_not_an_error() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,666,let reply = take(aether_job_free(999_999));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,a_bad_team_name_is_rejected_before_any_request_is_made,672,fn a_bad_team_name_is_rejected_before_any_request_is_made() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,payload,673,"let payload = text_of(""{\""team\"":\""bad name!\""}"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,674,let reply = take(aether_team_sign_in(payload.as_ptr()));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,requesting_a_code_without_an_email_is_rejected,680,fn requesting_a_code_without_an_email_is_rejected() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,payload,681,"let payload = text_of(""{\""team\"":\""acme\""}"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,682,let reply = take(aether_team_code_request(payload.as_ptr()));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,a_token_that_is_not_a_jwt_is_refused,688,fn a_token_that_is_not_a_jwt_is_refused() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,token,689,"let token = text_of(""not-a-jwt"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,690,let reply = take(aether_team_token_set(token.as_ptr()));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,a_job_runs_to_completion_and_can_be_polled,696,fn a_job_runs_to_completion_and_can_be_polled() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,started,697,"let started = respond(|| spawn_job(|_| async { Ok(json!({""done"": true})) }));",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,started,698,let started = take(started);,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,id,700,"let id = started[""job""].as_u64().expect(""a job id"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,polled,704,let polled = take(aether_job_poll(id));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,a_job_that_panics_is_reported_instead_of_hanging,718,fn a_job_that_panics_is_reported_instead_of_hanging() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,started,719,let started = take(respond(|| {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,id,722,"let id = started[""job""].as_u64().expect(""a job id"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,polled,726,let polled = take(aether_job_poll(id));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,a_cancelled_job_reports_that_it_was_cancelled,740,fn a_cancelled_job_reports_that_it_was_cancelled() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,started,741,let started = take(respond(|| {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,id,747,"let id = started[""job""].as_u64().expect(""a job id"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,polled,753,let polled = take(aether_job_poll(id));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,the_core_refuses_an_argument_list_that_is_not_a_json_array,767,fn the_core_refuses_an_argument_list_that_is_not_a_json_array() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,payload,768,"let payload = text_of(""--socks 127.0.0.1:1819"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,769,let reply = take(aether_core_start(payload.as_ptr()));,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,an_unparsable_socks_address_is_reported,775,fn an_unparsable_socks_address_is_reported() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,payload,776,"let payload = text_of(""{\""peer\"":\""1.2.3.4:443\"",\""socks\"":\""not-an-address\""}"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,777,"let reply = take(aether_tunnel_start(1, payload.as_ptr()));",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,an_unparsable_peer_is_reported,782,fn an_unparsable_peer_is_reported() {,197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,payload,783,"let payload = text_of(""{\""peer\"":\""nonsense\""}"");",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/ffi.rs,reply,784,"let reply = take(aether_verify_start(1, payload.as_ptr()));",197f2c7252275b8a81c9a410ea628c52b429c817204681f0b237a0c26dd1b26d,PR223-R03;PR223-S002
aether,aether/src/fragment.rs,disabled,20,pub fn disabled() -> Self {,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,from_env,30,pub fn from_env() -> Self {,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,enabled,31,"let enabled = std::env::var(""AETHER_MASQUE_H2_FRAGMENT"")",413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,size_min,44,let size_min = size_min.max(1) as usize;,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,size_max,45,let size_max = (size_max.max(size_min as u64)) as usize;,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,pick_chunk_len,56,"fn pick_chunk_len(&self, remaining: usize) -> usize {",413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,hi,57,let hi = self.size_max.max(1).min(remaining);,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,lo,58,let lo = self.size_min.max(1).min(hi);,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,pick_delay,66,fn pick_delay(&self) -> Duration {,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,ms,70,let ms = if self.delay_max_ms <= self.delay_min_ms {,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,is_truthy,79,fn is_truthy(v: &str) -> bool {,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,parse_range,83,"fn parse_range(spec: &str, default: (u64, u64)) -> (u64, u64) {",413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,spec,84,let spec = spec.trim();,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,lo,90,let lo = a.trim().parse().unwrap_or(default.0);,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,hi,91,let hi = b.trim().parse().unwrap_or(default.1);,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,v,99,let v = spec.parse().unwrap_or(default.0);,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,new,114,"pub fn new(inner: S, cfg: FragmentConfig) -> Self {",413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,poll_read,128,fn poll_read(,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,this,133,let this = self.get_mut();,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,poll_write,143,fn poll_write(,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,this,148,let this = self.get_mut();,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,chunk_len,161,let chunk_len = this.cfg.pick_chunk_len(buf.len());,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,delay,165,let delay = this.cfg.pick_delay();,413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,poll_flush,176,"fn poll_flush(self: Pin<&mut Self>, cx: &mut Context<'_>) -> Poll<io::Result<()>> {",413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/fragment.rs,poll_shutdown,180,"fn poll_shutdown(self: Pin<&mut Self>, cx: &mut Context<'_>) -> Poll<io::Result<()>> {",413a51b5d5cd2f98b27cebbfc8acf915b188c1315c5e9c6d4145e38794ab34b7,PR223-R03
aether,aether/src/lastconn.rs,load,10,pub fn load(path: &str) -> Option<LastConnection> {,266ae50fdc1d4ad77fcbf6a8d07285bdec992a58c929c6a5f2843753e78be55a,PR223-R03
aether,aether/src/lastconn.rs,text,11,let text = std::fs::read_to_string(path).ok()?;,266ae50fdc1d4ad77fcbf6a8d07285bdec992a58c929c6a5f2843753e78be55a,PR223-R03
aether,aether/src/lastconn.rs,save,15,"pub fn save(path: &str, peer: &str, profile: &str) {",266ae50fdc1d4ad77fcbf6a8d07285bdec992a58c929c6a5f2843753e78be55a,PR223-R03
aether,aether/src/lastconn.rs,conn,16,let conn = LastConnection {,266ae50fdc1d4ad77fcbf6a8d07285bdec992a58c929c6a5f2843753e78be55a,PR223-R03
aether,aether/src/lib.rs,parse_local_v4,36,fn parse_local_v4(s: &str) -> Ipv4Addr {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,run,48,pub async fn run() -> Result<()> {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,run_with,52,pub async fn run_with(args: Vec<String>) -> Result<()> {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,level,55,"let level = std::env::var(""AETHER_LOG_LEVEL"")",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,default_filter,60,"let default_filter = format!(""info,aether={level}"");",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,_,61,let _ = env_logger::Builder::from_env(,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,base_config,77,"let base_config = std::env::var(""AETHER_CONFIG"").unwrap_or_else(|_| DEFAULT_CONFIG.to_string());",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,protocol,79,"let protocol = if std::env::var(""AETHER_PEER"").is_ok() || std::env::var(""AETHER_WG_PEER"").is_ok() {",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,config_path,91,let config_path = masque_config_path(&base_config);,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,identity,92,let identity = load_or_provision_masque(&config_path).await?;,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,ech,99,let ech = resolve_ech().await;,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,lastconn_path,100,let lastconn_path = lastconn_path(&config_path);,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,config_path,104,let config_path = warp_config_path(&base_config);,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,identity,105,let identity = load_or_provision_warp(&config_path).await?;,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,lastconn_path,112,let lastconn_path = lastconn_path(&config_path);,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,primary_path,116,let primary_path = warp_config_path(&base_config);,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,secondary_path,117,"let secondary_path = derive_sibling_path(&primary_path, ""secondary"");",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,primary,118,let primary = load_or_provision_warp(&primary_path).await?;,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,secondary,119,let secondary = load_or_provision_warp(&secondary_path).await?;,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,run_gool,129,async fn run_gool(,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,peer,139,let peer = if consecutive_fails < MAX_CONSECUTIVE_FAILS {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,peer,154,let peer = match peer {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,p,157,"let p = match select_peer(&primary, Protocol::WireGuard).await {",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,install_netstack_panic_guard,183,fn install_netstack_panic_guard() {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,default_hook,184,let default_hook = std::panic::take_hook();,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,from_netstack,186,let from_netstack = info,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,noize_config,198,fn noize_config() -> noize::NoizeConfig {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,profile,199,"let profile = std::env::var(""AETHER_NOIZE"").unwrap_or_else(|_| ""firewall"".to_string());",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,aethernoize_config,204,fn aethernoize_config() -> aethernoize::AetherNoizeConfig {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,profile,205,"let profile = std::env::var(""AETHER_NOIZE"").unwrap_or_else(|_| ""balanced"".to_string());",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,team_scope,210,fn team_scope() -> Option<String> {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,enrolled_teams,214,fn enrolled_teams(base: &str) -> Vec<String> {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,dir_end,215,let dir_end = base.rfind(|c| c == '/' || c == '\\').map(|i| i + 1).unwrap_or(0);,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,dir,216,"let dir = if dir_end == 0 { ""."" } else { &base[..dir_end] };",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,stem,217,let stem = match base[dir_end..].rfind('.') {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,prefix,221,"let prefix = format!(""{stem}-team-"");",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,entries,223,let entries = match std::fs::read_dir(dir) {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,name,230,let name = entry.file_name().to_string_lossy().to_string();,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,enrol_zero_trust,248,async fn enrol_zero_trust(base: &str) {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,known,249,let known = enrolled_teams(base);,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,prompt,251,let prompt = match known.first() {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,answer,263,let answer = prompt_line(&prompt).await.unwrap_or_default();,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,answer,264,let answer = answer.trim().to_string();,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,team,266,let team = if answer.is_empty() {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,needs_method,291,let needs_method = match zerotrust::TeamSettings::from_env() {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,email,302,"let email = prompt_line(""Email address for the one-time login code (blank to cancel): "")",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,email,305,let email = email.trim().to_string();,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,settings,316,let settings = match zerotrust::TeamSettings::from_env() {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,provision_account,335,async fn provision_account() -> Result<account::Identity> {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,identity,343,let identity =,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,adopt_team_profile,352,async fn adopt_team_profile(identity: account::Identity) -> account::Identity {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,identity,357,let identity = account::refresh_profile(identity).await;,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,port,371,"let port = if std::env::var(""AETHER_PROTOCOL"")",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,peer,379,"let peer = format!(""{}:{port}"", identity.assigned_endpoint);",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,warp_config_path,389,fn warp_config_path(base: &str) -> String {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,masque_config_path,399,fn masque_config_path(base: &str) -> String {,45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
aether,aether/src/lib.rs,derive_sibling_path,409,"fn derive_sibling_path(base: &str, suffix: &str) -> String {",45faee4f67d6df58fec75983c81d2f23a3dd71ff184dd9b3b7b6591563b4df73,PR223-R03
